 ADDRESS    VALUE   1   2   3   4    5    6    7    8    9
  51  467   94212   4   1   3  15   58    3   21   10    6
  51  468   99380   2   4   1  20  123    6   21   21   14
  52   22   62471   1   0   2  10   34    0   17    0    3
  52   98   67812   2   1   1   5   52    1    2    9   13
  52  245   72694   2   1   2  15   33    4    0    6   23
  52  439   65313   2   0   1   5    6    2    0    0    2
  52  608   66602   4   1   3  15   98    8   30    6   23
  52  613   65399   2   1   0   0    0    0    0    0    0
  53  219   57589   4   0   1   5   34    6    0    0   14
  53  220   56994   2   0   1   0   11    0    5    0    4
  53  226   55623   4   2   1  10   61    6   17   12   24
  53  333   54649   2   4   2  10   85    9   21   25   30
  54   44   55580   2   0   0   0    0    0    0    0    0
  54  264   52503   1   0   2   0   31    2   14    0    7
  54  378   53342   4   1   1  10   58    7    0    8   15
  54  494   45595   1   0   0   0    0    0    0    0    0
  55  172   51422   1   0   2   5   45    1   23    0    8
  55  246   39482   2   0   2   0   21    1   18    0    1
  55  443   39996   1   0   2   0   18    2    0    0    7
  55  488   41261   2   0   1   0   31    6   15    0    5
  55  493   39888   3   0   2   5   23    4   10    0    8
  56  114   96696   2   0   1  15   31    3   20    0    4
  57  341   79937   2   0   0   0    0    0    0    0    0
  57  454   85759   2   1   2  15   29    4    6    0    9
  57  614   87344   1   0   1   5    1    1    0    0    0
  57  645   78802   3   1   2  10   59    1    0   14   16
  57  697   81933   1   0   2  10    0    0    0    0    0
  57  771   79744   1   0   3  15    6    1    0    0    5
  58   69   60757   3   0   2  15   60    9   21    0   28
  58  306   55152   2   0   1   5   46    3   16    0    6
  58  333   54808   4   4   3  20  158   15   47   18   38
  58  521   54497   2   0   2   0    3    0    3    0    0
  58  570   67406   2   0   1  10   27    5    0    0   13
  58  704   67471   6   0   1  15   73   10   15    0   25
  58  759   60996   2   0   2  10   36    6   11    0    8
  58  852   58992   2   0   1   5   24    0   19    0    4
  58 1011   60463   2   0   1   5   26    4    0    0   12
  58 1036   61376   2   0   2   5   42    3    9    0    9
  58 1043   57208   2   0   0   0    0    0    0    0    0
  59  252   37672   3   0   2   0   24    3    9    0    7
  59  310   33774   3   1   3   0   24    4    0    7    9
  59  630   37991   2   0   0   0    0    0    0    0    0
  59  719   31813   1   0   1   0   27    2    9    0   11
  59  735   36476   1   0   1   0   21    2    8    0    5
  59  772   42895   1   0   2   0   15    0    7    0    0
  60  312   44957   1   0   1   0    1    0    0    0    1
  60  382   35661   1   0   0   0    0    0    0    0    0
  60  463   43438   1   0   3   0   23    0   14    0    5
  60  537   49370   1   0   3   5   18    2    0    0    9
  60  583   39393   1   0   1   5   14    0    4    0    8
  60  628   36532   1   0   2   0    1    1    0    0    0
  60  719   44949   1   0   2   5   35    4   12    0   16
  61  264  101799   1   0   0   0    0    0    0    0    0
  61  532  101548   2   1   1  20   58    1   13   16   11
  62   43   79578   2   0   1  15   20    3    8    0    6
  62  306   79842   1   0   0   0    0    0    0    0    0
  62  391   71984   2   1   1   5   52    1   19    7   12
  62  397   76012   2   2   2  15   46    7    0    6   24
  62  485   74611   3   0   2  10   56    5   21    0   18
  62  556   72903   1   0   0   0    0    0    0    0    0
  62  642   68765   2   0   2  15   24    5    3    0    8
  62  808   79219   2   0   3   5    0    0    0    0    0
  63  193   49446   2   0   1   5    5    1    2    0    1
  63  373   61822   2   1   1  10   47    4   11   13   12
  63  530   61966   1   0   0   0    0    0    0    0    0
  63  645   47384   2   0   2   0   13    2    0    0   11
  63  932   56391   2   0   0   0    0    0    0    0    0
  63  938   50858   2   0   0   0    0    0    0    0    0
  63 1138   50152   2   0   0   0    0    0    0    0    0
  63 1184   51649   1   0   2   5   13    0    9    0    0
  63 1243   57028   2   0   2   5    5    1    0    0    4
  63 1281   55258   1   0   1   5   13    0    4    0    3
  64  343   68078   2   1   2  10   50    1    7    8   13
  64  386   65220   2   1   1   5   34    0    7    9   11
  64  588   64409   2   0   2   0    9    3    6    0    0
  64  673   60904   2   0   1   0    2    0    0    0    2
  64  682   61971   3   0   0   0    0    0    0    0    0
  64  923   55868   1   0   4  10   15    3    2    0   10
  65   70   63589   2   0   2  10   29    2    9    0   10
  65  109   73052   4   0   2  15   32    5    4    0   16
  65  136   71073   2   1   2  10   56    2    8   14    9
  65  231   74222   2   2   2  15   44    5    5   18   10
  65  235   74471   2   0   2  10   58    3   22    0    8
  65  261   74041   2   2   0   0    0    0    0    0    0
  65  290   73663   2   0   2  10   35    5   14    0   11
  65  305   70961   3   0   2  15   56    6   21    0   16
  65  555   57914   1   0   2   0    0    0    0    0    0
  66  389   89197   2   0   1  10   12    0    2    0    4
  66  566   90669   3   3   4  20   66    7    1   13   19
  67  154   77735   3   0   2  10   76    4   25    0   16
  67  310   75830   1   0   2  10    5    3    0    0    1
  67  373   88328   3   0   3  10   14    4    7    0    1
  67  418   80448   2   0   2  15   51    5   11    0   18
  67  502   83284   1   0   1   5    0    0    0    0    0
  67  648   87203   2   3   4  15   96    5   23   16   16
  67  720   83009   2   0   1  10    3    3    0    0    0
  68  241   83596   2   2   3  15   47    4    2   13   17
  68  552   80456   2   0   1  20   65    6   21    0   17
  68  606   84580   2   1   2  15   53    5   11    4    9
  69   57   68425   4   0   2  10   28    4    5    0    9
  69  133   77588   3   1   2  15   38    4    6    5   17
  69  360   71048   2   0   2  10   28    3    4    0   18
  69  415   76184   2   4   4  15   74   10   18   19   26
  69  418   78285   7   0   2  20   86   12   39    0   28
  69  533   72944   2   1   2  15   31    4    0    0   20
  69  660   71166   2   0   2  15   78    8   18    0   15
  69  742   66598   2   0   3  10   52    3   17    0   13
  69  799   67114   1   0   3  10   50    3   24    0    5
  70  381   79614   3   0   3  15   91    5   33    0   15
  71  209   85076   2   2   2  10   87    3    8   13   11
  71  283   80837   4   0   3  15   46    5   17    0   22
  71  357   85247   3   2   2  15   84    6   33   10   22
  72  289   76475   3   0   3  15   39    6   11    0   20
  72  291   76056   4   1   2  15   72    5   20    5   30
  72  375   80832   3   1   3  10   29    5    6    1   16
  72  432   78994   3   0   3  10   22    3    1    0   12
  72  573   85174   4   0   4  10   21    3   12    0    3
  72  634   77891   1   0   2  15   56    2   33    0   12
  72  669   82357   5   2   3  15   88   12   34   17   25
  73  183   75762   1   0   2   5   16    0   13    0    0
  73  225   84087   4   1   1  15  117    6   19    9   20
  73  390   78159   2   1   2  10   36    2   19    1    9
  73  481   80902   3   0   2  20  107    8   41    0   21
  73  593   79826   1   0   2   5   16    0   13    0    0
  73  637   79605   2   0   3  10   29    1   12    0   10
  74  248   89574   3   1   3  15   68    8   27    9   14
  74  301   84300   2   0   2  10    9    1    0    0    5
  75   49   75586   2   1   2  15   41    4    0    7   13
  75  205   83632   3   0   2  15   64    4   30    0   12
  75  212   80582   2   0   1  10   18    2   10    0    2
  75  588   81822   3   2   0   0    0    0    0    0    0
